"UserName","Name","Enabled","AdminCount","Must Change Password at Logon","Cannot Change Password","Password Never Expires","Reversible Password Encryption","Smartcard Logon Required","Delegation Permitted","Kerberos DES Only","Kerberos RC4","Kerberos AES-128bit","Kerberos AES-256bit","Does Not Require Pre Auth","Never Logged in","Logon Age (days)","Password Age (days)","Dormant (> 90 days)","Password Age (> 180 days)","Account Locked Out","Password Expired","Password Not Required","Delegation Type","Delegation Protocol","Delegation Services","Logon Workstations","Primary GroupID","SID","SIDHistory","HasSPN","Description","Title","Department","Company","Manager","Info","Last Logon Date","Password LastSet","Account Expiration Date","Account Expiration (days)","Mobile","Email","HomeDirectory","ProfilePath","ScriptPath","UserAccountControl","First Name","Middle Name","Last Name","Country","whenCreated","whenChanged","DistinguishedName","CanonicalName"
"TRENTON_BEAN","TRENTON_BEAN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1400","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:14 PM",,,"","",,,,"512","","","TRENTON_BEAN","","8/27/2020 7:23:14 PM","8/27/2020 7:23:14 PM","CN=TRENTON_BEAN,OU=Test,OU=SEC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/SEC/Test/TRENTON_BEAN"
"BENNIE_KRAMER","BENNIE_KRAMER","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2535","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:48 PM",,,"","",,,,"512","","","BENNIE_KRAMER","","8/27/2020 7:25:48 PM","8/27/2020 7:25:48 PM","CN=BENNIE_KRAMER,OU=Test,OU=OGC,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/OGC/Test/BENNIE_KRAMER"
"BRUNO_FARLEY","BRUNO_FARLEY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1684","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:46 PM",,,"","",,,,"512","","","BRUNO_FARLEY","","8/27/2020 7:23:46 PM","8/27/2020 7:23:46 PM","CN=BRUNO_FARLEY,OU=FIN,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/FIN/BRUNO_FARLEY"
"admin","admin","True","1","False","False","False","False","False","True","False",,,,"False","True",,"22","False","False","False","False","True",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1000","","False","","","","","","",,"8/10/2020 8:26:34 PM",,,"","",,,,"544","","","","","8/10/2020 8:36:41 PM","8/10/2020 8:52:24 PM","CN=admin,CN=Users,DC=LAB,DC=local","LAB.local/Users/admin"
"SHERMAN_COPELAND","SHERMAN_COPELAND","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3103","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:52 PM",,,"","",,,,"512","","","SHERMAN_COPELAND","","8/27/2020 7:26:52 PM","8/27/2020 7:26:52 PM","CN=SHERMAN_COPELAND,OU=Test,OU=GOO,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/GOO/Test/SHERMAN_COPELAND"
"GAIL_JOYCE","GAIL_JOYCE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2819","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:21 PM",,,"","",,,,"512","","","GAIL_JOYCE","","8/27/2020 7:26:21 PM","8/27/2020 7:26:21 PM","CN=GAIL_JOYCE,OU=Test,OU=HRE,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/HRE/Test/GAIL_JOYCE"
"EILEEN_LINDSAY","EILEEN_LINDSAY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3670","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:56 PM",,,"","",,,,"512","","","EILEEN_LINDSAY","","8/27/2020 7:27:56 PM","8/27/2020 7:27:56 PM","CN=EILEEN_LINDSAY,OU=T0-Devices,OU=Tier 0,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 0/T0-Devices/EILEEN_LINDSAY"
"ALEXIS_RIOS","ALEXIS_RIOS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1968","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:35 PM",,,"","",,,,"512","","","ALEXIS_RIOS","","8/27/2020 7:24:35 PM","8/27/2020 7:24:35 PM","CN=ALEXIS_RIOS,OU=Devices,OU=FSR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FSR/Devices/ALEXIS_RIOS"
"ALEJANDRA_HESS","ALEJANDRA_HESS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2252","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:16 PM",,,"","",,,,"512","","","ALEJANDRA_HESS","","8/27/2020 7:25:16 PM","8/27/2020 7:25:16 PM","CN=ALEJANDRA_HESS,OU=T2-Devices,OU=Tier 2,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 2/T2-Devices/ALEJANDRA_HESS"
"WILFREDO_MOODY","WILFREDO_MOODY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1401","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:14 PM",,,"","",,,,"512","","","WILFREDO_MOODY","","8/27/2020 7:23:14 PM","8/27/2020 7:23:14 PM","CN=WILFREDO_MOODY,OU=ServiceAccounts,OU=GOO,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/GOO/ServiceAccounts/WILFREDO_MOODY"
"ARIEL_GEORGE","ARIEL_GEORGE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3104","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:52 PM",,,"","",,,,"512","","","ARIEL_GEORGE","","8/27/2020 7:26:52 PM","8/27/2020 7:26:52 PM","CN=ARIEL_GEORGE,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ARIEL_GEORGE"
"MARJORIE_TOWNSEND","MARJORIE_TOWNSEND","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3386","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:24 PM",,,"","",,,,"512","","","MARJORIE_TOWNSEND","","8/27/2020 7:27:24 PM","8/27/2020 7:27:24 PM","CN=MARJORIE_TOWNSEND,OU=TST,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/TST/MARJORIE_TOWNSEND"
"KARL_MCLEOD","KARL_MCLEOD","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2536","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:48 PM",,,"","",,,,"512","","","KARL_MCLEOD","","8/27/2020 7:25:48 PM","8/27/2020 7:25:48 PM","CN=KARL_MCLEOD,OU=Groups,OU=ITS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ITS/Groups/KARL_MCLEOD"
"8726231069SA","8726231069SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2820","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:21 PM",,,"","",,,,"512","","","8726231069SA","","8/27/2020 7:26:21 PM","8/27/2020 7:26:21 PM","CN=8726231069SA,OU=FSR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FSR/8726231069SA"
"PERRY_DUKE","PERRY_DUKE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1685","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:46 PM",,,"","",,,,"512","","","PERRY_DUKE","","8/27/2020 7:23:46 PM","8/27/2020 7:23:46 PM","CN=PERRY_DUKE,OU=Groups,OU=FIN,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/FIN/Groups/PERRY_DUKE"
"ERROL_BARTLETT","ERROL_BARTLETT","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3671","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:57 PM",,,"","",,,,"512","","","ERROL_BARTLETT","","8/27/2020 7:27:57 PM","8/27/2020 7:27:57 PM","CN=ERROL_BARTLETT,OU=FIN,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/FIN/ERROL_BARTLETT"
"HATTIE_CLEMENTS","HATTIE_CLEMENTS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1969","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:35 PM",,,"","",,,,"512","","","HATTIE_CLEMENTS","","8/27/2020 7:24:35 PM","8/27/2020 7:24:35 PM","CN=HATTIE_CLEMENTS,OU=ServiceAccounts,OU=ITS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ITS/ServiceAccounts/HATTIE_CLEMENTS"
"GILDA_BURGESS","GILDA_BURGESS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1402","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:14 PM",,,"","",,,,"512","","","GILDA_BURGESS","","8/27/2020 7:23:14 PM","8/27/2020 7:23:14 PM","CN=GILDA_BURGESS,OU=T0-Roles,OU=Tier 0,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 0/T0-Roles/GILDA_BURGESS"
"LOUISA_CASH","LOUISA_CASH","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2253","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:16 PM",,,"","",,,,"512","","","LOUISA_CASH","","8/27/2020 7:25:16 PM","8/27/2020 7:25:16 PM","CN=LOUISA_CASH,OU=OGC,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/OGC/LOUISA_CASH"
"JIMMIE_NOEL","JIMMIE_NOEL","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3105","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:52 PM",,,"","",,,,"512","","","JIMMIE_NOEL","","8/27/2020 7:26:52 PM","8/27/2020 7:26:52 PM","CN=JIMMIE_NOEL,OU=GOO,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/GOO/JIMMIE_NOEL"
"admin1","admin1","True","1","False","False","True","False","False","True","False",,,,"False","False","5","22","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1001","","False","","","","","","","8/27/2020 11:54:36 AM","8/10/2020 8:34:26 PM",,,"","",,,,"66048","admin1","","","","8/10/2020 8:36:41 PM","8/27/2020 11:54:36 AM","CN=admin1,CN=Users,DC=LAB,DC=local","LAB.local/Users/admin1"
"RANDOLPH_SHORT","RANDOLPH_SHORT","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2537","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:49 PM",,,"","",,,,"512","","","RANDOLPH_SHORT","","8/27/2020 7:25:49 PM","8/27/2020 7:25:49 PM","CN=RANDOLPH_SHORT,OU=Devices,OU=ESM,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/ESM/Devices/RANDOLPH_SHORT"
"JOAN_RIVAS","JOAN_RIVAS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3672","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:57 PM",,,"","",,,,"512","","","JOAN_RIVAS","","8/27/2020 7:27:57 PM","8/27/2020 7:27:57 PM","CN=JOAN_RIVAS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/JOAN_RIVAS"
"ETHEL_REEVES","ETHEL_REEVES","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2821","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:21 PM",,,"","",,,,"512","","","ETHEL_REEVES","","8/27/2020 7:26:21 PM","8/27/2020 7:26:21 PM","CN=ETHEL_REEVES,OU=Test,OU=AWS,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/AWS/Test/ETHEL_REEVES"
"HELENE_DUNN","HELENE_DUNN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2254","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:16 PM",,,"","",,,,"512","","","HELENE_DUNN","","8/27/2020 7:25:16 PM","8/27/2020 7:25:16 PM","CN=HELENE_DUNN,OU=AZR,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/AZR/HELENE_DUNN"
"6060554523SA","6060554523SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1970","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:24:35 PM",,,"","",,,,"512","","","6060554523SA","","8/27/2020 7:24:35 PM","8/27/2020 7:24:35 PM","CN=6060554523SA,OU=Groups,OU=AZR,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/AZR/Groups/6060554523SA"
"BRENTON_HODGES","BRENTON_HODGES","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1403","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:14 PM",,,"","",,,,"512","","","BRENTON_HODGES","","8/27/2020 7:23:14 PM","8/27/2020 7:23:14 PM","CN=BRENTON_HODGES,OU=ServiceAccounts,OU=ITS,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/ITS/ServiceAccounts/BRENTON_HODGES"
"krbtgt","krbtgt","False","1","False","False","False","False","False","True","False",,,,"False","True",,"22","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-502","","True","Key Distribution Center Service Account","","","","","",,"8/10/2020 8:37:15 PM",,,"","",,,,"514","","","","","8/10/2020 8:37:15 PM","8/10/2020 8:52:24 PM","CN=krbtgt,CN=Users,DC=LAB,DC=local","LAB.local/Users/krbtgt"
"1958105330SA","1958105330SA","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3106","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:52 PM",,,"","",,,,"512","","","1958105330SA","","8/27/2020 7:26:52 PM","8/27/2020 7:26:52 PM","CN=1958105330SA,OU=ESM,OU=People,DC=LAB,DC=local","LAB.local/People/ESM/1958105330SA"
"DARYL_LE","DARYL_LE","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1686","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:23:46 PM",,,"","",,,,"512","","","DARYL_LE","","8/27/2020 7:23:46 PM","8/27/2020 7:23:46 PM","CN=DARYL_LE,OU=Devices,OU=ITS,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/ITS/Devices/DARYL_LE"
"AILEEN_WALLS","AILEEN_WALLS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3387","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:24 PM",,,"","",,,,"512","","","AILEEN_WALLS","","8/27/2020 7:27:24 PM","8/27/2020 7:27:24 PM","CN=AILEEN_WALLS,OU=Test,OU=SEC,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/SEC/Test/AILEEN_WALLS"
"HERSHEL_LARSON","HERSHEL_LARSON","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2538","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:49 PM",,,"","",,,,"512","","","HERSHEL_LARSON","","8/27/2020 7:25:49 PM","8/27/2020 7:25:49 PM","CN=HERSHEL_LARSON,OU=Devices,OU=AZR,OU=Tier 1,DC=LAB,DC=local","LAB.local/Tier 1/AZR/Devices/HERSHEL_LARSON"
"BRITNEY_JENSEN","BRITNEY_JENSEN","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-3673","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:27:57 PM",,,"","",,,,"512","","","BRITNEY_JENSEN","","8/27/2020 7:27:57 PM","8/27/2020 7:27:57 PM","CN=BRITNEY_JENSEN,OU=AZR,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/AZR/BRITNEY_JENSEN"
"KRISTY_RAMSEY","KRISTY_RAMSEY","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2822","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:26:21 PM",,,"","",,,,"512","","","KRISTY_RAMSEY","","8/27/2020 7:26:21 PM","8/27/2020 7:26:21 PM","CN=KRISTY_RAMSEY,OU=Groups,OU=ESM,OU=Stage,DC=LAB,DC=local","LAB.local/Stage/ESM/Groups/KRISTY_RAMSEY"
"ELSA_MEYERS","ELSA_MEYERS","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-1120","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:22:42 PM",,,"","",,,,"512","","","ELSA_MEYERS","","8/27/2020 7:22:42 PM","8/27/2020 7:22:42 PM","CN=ELSA_MEYERS,OU=Tier 0,OU=Admin,DC=LAB,DC=local","LAB.local/Admin/Tier 0/ELSA_MEYERS"
"REGINALD_POWELL","REGINALD_POWELL","True",,"False","False","False","False","False","True","False",,,,"False","True",,"5","False","False","False","False","False",,,,,"513","S-1-5-21-3291825774-2351178969-2332353497-2255","","False","Created with secframe.com/badblood.","","","","","",,"8/27/2020 7:25:16 PM",,,"","",,,,"512","","","REGINALD_POWELL","","8/27/2020 7:25:16 PM","8/27/2020 7:25:16 PM","CN=REGINALD_POWELL,OU=Groups,OU=GOO,OU=Tier 2,DC=LAB,DC=local","LAB.local/Tier 2/GOO/Groups/REGINALD_POWELL"
